caso_id_canonico,tomo,n_lineas_bloque,apertura_rel,firma_lines_count,firma_end,pe_idx_baseline,pe_idx_d_validado,disp_cambio,posthoc_rejected,voting_pattern,n_jueces_firma,baseline_voting_pattern,baseline_n_votos_svoto,baseline_n_disidencias,n_votos_actual,n_disid_actual,n_votos_ampliado,n_nuevos_por_ampliado,n_ya_detectados_post_firma,n_votos_narrow_pre_firma,first_voto_narrow
342_p1463,342,173,142,2,162,155,155,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p1468,342,175,25,3,97,90,90,False,False,segun_su_voto,4,segun_su_voto,1,0,1,0,1,0,1,0,102
342_p1473,342,144,41,1,139,137,137,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
342_p1477,342,237,17,2,236,220,220,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
342_p1483,342,6,,2,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
342_p1484,342,217,44,3,105,98,98,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,107
342_p1490,342,48,13,2,38,31,31,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p1492,342,148,121,2,138,131,131,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p1496,342,202,177,2,192,185,185,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p1501,342,205,34,2,198,191,191,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
342_p1506,342,43,12,2,28,25,25,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
342_p1508,342,36,6,2,26,23,23,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
342_p1509,342,28,1,1,16,13,13,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
342_p1510,342,36,9,1,28,26,26,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
342_p1511,342,496,205,4,239,234,234,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,240
342_p1524,342,954,76,5,229,224,224,False,False,segun_su_voto,5,segun_su_voto,2,0,2,0,2,0,2,0,234
342_p1548,342,42,10,2,37,34,34,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p1549,342,745,217,3,630,599,599,False,False,segun_su_voto,4,segun_su_voto,1,0,1,0,1,0,1,0,631
342_p1568,342,477,321,2,468,464,464,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p1580,342,251,195,2,213,203,203,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p1589,342,93,18,2,85,79,79,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p1591,342,873,143,3,460,451,451,False,False,disidencia,4,disidencia,0,1,0,1,1,0,1,0,461
342_p1613,342,187,165,2,186,182,182,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p1618,342,45,18,1,39,37,37,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
342_p1620,342,195,38,2,184,177,177,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p1625,342,498,272,2,490,477,477,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
342_p1637,342,257,227,2,241,235,235,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p1644,342,346,177,3,282,272,272,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,284
342_p1652,342,249,29,3,164,156,156,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,170
342_p1659,342,54,12,2,50,47,47,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p1660,342,181,34,3,163,160,160,False,False,segun_su_voto,4,segun_su_voto,1,0,1,0,1,0,1,0,168
342_p1665,342,2827,689,7,1196,1185,1185,False,False,mixed,5,mixed,2,1,2,1,4,1,3,0,1197
342_p1735,342,485,267,2,478,457,457,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
342_p1747,342,212,62,2,196,184,184,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p1753,342,298,32,2,258,251,251,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
342_p1760,342,108,26,1,96,86,86,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
342_p1763,342,158,27,2,135,129,129,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,138
342_p1767,342,65,24,2,57,53,53,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
342_p1769,342,318,154,3,292,284,284,False,False,disidencia,4,disidencia,0,1,0,1,1,0,1,0,293
342_p1777,342,1990,482,6,864,856,856,False,False,mixed,5,mixed,1,2,1,2,3,0,3,0,869
342_p1827,342,751,701,4,719,713,713,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,720
342_p1847,342,1339,119,0,,1069,1069,False,False,sin_firma,0,sin_firma,1,1,1,1,0,0,0,0,1077
342_p1894,342,249,203,5,221,213,213,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,226
342_p1900,342,98,25,5,58,50,50,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,56
342_p1903,342,693,292,3,407,390,390,False,False,disidencia,4,disidencia,0,1,0,1,1,0,1,0,412
342_p1921,342,684,187,6,381,371,371,False,False,mixed,5,mixed,1,1,1,1,3,1,2,0,386
342_p1938,342,2922,1192,6,1366,1350,1350,False,False,mixed,5,mixed,2,1,2,1,3,0,3,0,1371
342_p2009,342,1703,765,4,1363,1356,1356,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,1368
342_p2051,342,186,31,5,163,154,154,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,162
342_p2056,342,320,143,2,277,261,261,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
342_p2063,342,197,36,3,173,166,166,False,False,segun_su_voto,3,segun_su_voto,1,0,1,0,1,0,1,0,178
342_p2068,342,228,81,5,165,158,158,False,False,disidencia,5,disidencia,0,2,0,2,2,0,2,0,166
342_p2075,342,138,28,2,119,114,114,False,False,disidencia,4,disidencia,0,1,0,1,1,0,1,0,121
342_p2079,342,152,46,2,146,133,133,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
342_p2083,342,663,340,3,651,645,645,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,653
342_p2100,342,240,45,2,228,217,217,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p2106,342,340,313,2,328,321,321,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p2115,342,339,35,5,156,147,147,False,False,mixed,5,mixed,1,1,1,1,2,0,2,0,157
342_p2125,342,100,99,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
342_p2136,342,738,110,4,598,565,565,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,599
342_p2155,342,1112,295,6,535,521,521,False,False,segun_su_voto,5,segun_su_voto,2,0,2,0,1,0,1,1,534
342_p2183,342,158,25,2,148,143,143,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
342_p2187,342,446,247,4,423,415,415,False,False,segun_su_voto,4,segun_su_voto,1,0,1,0,1,0,1,0,428
342_p2198,342,1204,183,3,1103,1091,1091,False,False,disidencia,4,disidencia,0,1,0,1,1,0,1,0,1104
342_p2230,342,45,7,2,37,34,34,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
342_p2231,342,192,164,2,186,178,178,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
342_p2236,342,294,70,5,262,249,249,False,False,mixed,5,mixed,1,1,1,1,2,0,2,0,263
342_p2244,342,305,50,5,68,62,62,False,False,disidencia,5,disidencia,0,1,0,1,1,1,0,1,67
342_p2251,342,157,129,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
342_p2256,342,1527,247,5,673,667,667,False,False,disidencia,5,disidencia,0,2,0,2,2,0,2,0,678
342_p2295,342,79,51,2,74,67,67,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p2298,342,560,84,4,500,493,493,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,501
342_p2312,342,44,8,2,41,38,38,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
342_p2313,342,134,23,2,128,117,117,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p2317,342,51,19,2,41,38,38,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p2319,342,1011,399,2,999,991,991,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
342_p2344,342,732,113,3,657,646,646,False,False,disidencia,4,disidencia,0,1,0,1,1,0,1,0,658
342_p2362,342,1054,109,5,767,760,760,False,False,mixed,5,mixed,1,1,1,1,2,0,2,0,772
342_p2389,342,415,44,5,315,299,299,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,0,0,0,1,313
342_p2399,342,194,41,3,180,175,175,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,182
343_p1,343,82,13,2,76,68,68,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p3,343,457,328,4,420,411,411,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,421
343_p15,343,390,95,2,379,376,376,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p25,343,40,6,2,37,34,34,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p26,343,89,14,2,58,51,51,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p28,343,166,24,3,118,114,114,False,False,segun_su_voto,4,segun_su_voto,1,0,1,0,1,0,1,0,120
343_p33,343,73,12,2,63,23,23,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p35,343,64,10,2,56,48,48,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p37,343,54,14,2,50,44,44,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p38,343,115,24,2,109,100,100,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p42,343,200,109,6,140,132,132,False,False,mixed,5,mixed,1,1,1,1,2,0,2,0,145
343_p47,343,182,143,5,159,152,152,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,164
343_p52,343,93,22,3,74,67,67,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,76
343_p55,343,184,32,5,167,154,154,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,165
343_p60,343,113,25,3,93,85,85,False,False,disidencia,4,disidencia,0,1,0,1,1,0,1,0,98
343_p63,343,689,552,2,679,671,671,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p80,343,241,10,3,147,138,138,False,False,segun_su_voto,4,segun_su_voto,1,0,1,0,1,0,1,0,152
343_p86,343,662,344,4,374,364,364,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,375
343_p103,343,287,261,1,280,275,275,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p110,343,95,23,2,83,78,78,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p113,343,100,14,2,87,82,82,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p116,343,109,33,2,97,91,91,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p119,343,204,176,2,199,186,186,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p124,343,148,29,3,86,78,78,False,False,segun_su_voto,4,segun_su_voto,1,0,1,0,1,0,1,0,91
343_p128,343,77,28,2,67,59,59,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p131,343,35,6,2,24,21,21,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p132,343,44,7,2,20,18,18,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p133,343,195,165,1,179,174,174,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p139,343,38,8,2,30,27,27,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p140,343,548,297,2,539,534,534,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p154,343,61,9,2,49,42,42,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p156,343,191,166,2,182,176,176,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p161,343,199,36,2,192,186,186,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p166,343,57,24,2,54,51,51,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p168,343,504,296,4,399,385,385,False,False,segun_su_voto,4,segun_su_voto,1,0,1,0,0,0,0,1,398
343_p181,343,113,94,2,112,101,101,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p184,343,354,92,2,346,339,339,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p193,343,34,5,2,23,20,20,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p195,343,2733,874,4,1489,1466,1466,False,False,mixed,5,mixed,0,1,0,1,1,0,1,0,2388
343_p264,343,671,185,3,453,441,441,False,False,segun_su_voto,4,segun_su_voto,1,0,1,0,1,0,1,0,458
343_p283,343,663,277,3,653,645,645,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p300,343,200,135,5,,,,False,True,sin_firma,0,sin_firma,0,2,0,2,0,0,0,0,158
343_p305,343,477,410,4,440,429,429,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,441
343_p319,343,597,282,1,596,586,586,False,False,unanime,2,unanime,0,0,0,0,0,0,0,0,
343_p334,343,290,261,2,284,276,276,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p341,343,142,27,5,116,104,104,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,121
343_p345,343,303,64,4,128,117,117,False,False,mixed,4,mixed,1,1,1,1,2,0,2,0,129
343_p354,343,461,426,1,448,441,441,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p365,343,140,,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
343_p373,343,637,160,5,414,399,399,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,412
343_p389,343,280,124,4,154,141,141,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,155
343_p396,343,591,194,5,419,407,407,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,424
343_p412,343,505,270,4,456,443,443,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,461
343_p425,343,288,255,2,281,271,271,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p432,343,262,107,5,226,210,210,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,231
343_p440,343,867,157,5,678,670,670,False,False,segun_su_voto,5,segun_su_voto,2,0,2,0,2,0,2,0,683
343_p463,343,393,367,2,388,377,377,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p473,343,126,107,2,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
343_p476,343,368,146,5,276,264,264,False,False,mixed,5,mixed,1,1,1,1,2,0,2,0,281
343_p486,343,325,250,2,323,315,315,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p495,343,108,71,2,96,84,84,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p498,343,303,265,2,291,282,282,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p506,343,524,119,3,397,386,386,False,False,segun_su_voto,3,segun_su_voto,1,0,1,0,1,0,1,0,398
343_p519,343,666,374,2,654,643,643,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p536,343,72,13,2,62,48,48,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p538,343,373,339,2,366,354,354,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p547,343,490,176,1,481,475,475,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p560,343,607,349,3,576,568,568,False,False,segun_su_voto,4,segun_su_voto,1,0,1,0,1,0,1,0,581
343_p576,343,162,22,2,155,141,141,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p580,343,502,226,4,243,235,235,False,False,segun_su_voto,4,segun_su_voto,1,0,1,0,1,0,1,0,249
343_p593,343,87,57,2,86,74,74,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p595,343,287,248,2,274,263,263,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p603,343,839,185,4,721,689,689,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,726
343_p625,343,486,304,3,329,318,318,False,False,segun_su_voto,4,segun_su_voto,1,0,1,0,1,0,1,0,330
343_p637,343,336,212,2,245,239,239,False,False,segun_su_voto,3,segun_su_voto,1,0,1,0,1,0,1,0,247
343_p646,343,17,,1,10,3,3,False,False,unanime,1,unanime,0,0,0,0,0,0,0,0,
343_p648,343,308,246,5,275,259,259,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,0,0,0,1,274
343_p656,343,648,278,4,296,291,291,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,297
343_p681,343,813,468,6,494,477,477,False,False,mixed,5,mixed,1,1,1,1,1,0,1,1,493
343_p702,343,344,314,2,331,327,327,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p711,343,336,213,1,325,319,319,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p720,343,113,19,2,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
343_p723,343,114,33,2,108,96,96,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p726,343,537,260,2,534,478,478,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p740,343,306,287,2,301,290,290,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p748,343,49,12,2,37,34,34,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p749,343,567,273,5,296,288,288,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,294
343_p763,343,123,66,2,110,105,105,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p767,343,1109,514,3,760,754,754,False,False,disidencia,4,disidencia,0,1,0,1,1,0,1,0,761
343_p795,343,116,45,3,88,81,81,False,False,disidencia,4,disidencia,0,1,0,1,1,0,1,0,89
343_p798,343,183,121,5,156,145,145,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,154
343_p803,343,92,23,2,82,74,74,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p806,343,340,81,5,107,98,98,False,False,disidencia,5,disidencia,0,2,0,2,2,0,2,0,108
343_p815,343,157,89,2,156,149,149,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p819,343,283,43,4,64,60,60,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,65
343_p827,343,513,375,4,404,389,389,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,405
343_p840,343,195,37,5,178,167,167,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,176
343_p845,343,91,2,2,90,83,83,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p848,343,741,186,3,198,195,195,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,200
343_p867,343,1023,402,3,659,652,652,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,661
343_p892,343,166,53,2,157,148,148,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p897,343,176,131,4,158,151,151,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,159
343_p902,343,250,221,1,243,238,238,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p908,343,184,24,2,178,165,165,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p913,343,219,194,2,208,204,204,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p919,343,436,314,5,326,322,322,False,False,mixed,5,mixed,1,1,1,1,2,0,2,0,327
343_p930,343,301,82,2,298,255,255,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p938,343,214,152,5,177,165,165,False,False,mixed,5,mixed,1,1,1,1,2,0,2,0,178
343_p944,343,113,18,2,108,94,94,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p947,343,124,28,5,104,93,93,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,103
343_p951,343,167,131,3,155,143,143,False,False,mixed,5,mixed,1,0,1,0,1,0,1,0,156
343_p956,343,181,24,2,170,162,162,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p961,343,245,45,2,215,206,206,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p967,343,97,16,1,86,83,83,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p970,343,720,617,2,712,702,702,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p987,343,32,7,2,22,19,19,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p988,343,60,10,1,52,50,50,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p990,343,1054,512,5,771,760,760,False,False,segun_su_voto,5,segun_su_voto,2,0,2,0,1,0,1,1,770
343_p1019,343,136,2,2,123,117,117,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1023,343,33,10,1,25,23,23,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p1024,343,262,53,4,,,,False,True,sin_firma,0,sin_firma,1,0,1,0,0,0,0,0,105
343_p1031,343,6,,1,5,1,1,False,False,unanime,1,unanime,0,0,0,0,0,0,0,0,
343_p1037,343,1493,555,5,901,888,888,False,False,segun_su_voto,5,segun_su_voto,2,0,2,0,2,0,2,0,902
343_p1075,343,438,302,2,430,421,421,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1086,343,358,85,5,102,94,94,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,101
343_p1096,343,460,35,4,311,291,291,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,312
343_p1109,343,477,213,3,457,448,448,False,False,disidencia,4,disidencia,0,1,0,1,1,0,1,0,458
343_p1121,343,85,16,2,77,71,71,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1123,343,88,25,2,81,77,77,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1126,343,136,43,2,129,123,123,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1129,343,210,54,4,67,63,63,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,72
343_p1135,343,267,228,5,251,238,238,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,250
343_p1142,343,148,24,3,129,122,122,False,False,disidencia,4,disidencia,0,1,0,1,1,0,1,0,134
343_p1146,343,538,413,2,427,421,421,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,429
343_p1163,343,360,208,2,359,342,342,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p1172,343,283,164,2,275,255,255,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1179,343,37,10,2,26,21,21,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1181,343,991,508,0,,750,750,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
343_p1213,343,214,198,2,209,205,205,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1218,343,578,15,5,378,361,361,False,False,mixed,5,mixed,1,1,1,1,2,0,2,0,379
343_p1233,343,142,46,1,129,123,123,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p1237,343,69,23,1,65,61,61,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p1239,343,270,64,2,258,252,252,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1246,343,27,7,1,26,24,24,False,False,unanime,2,unanime,0,0,0,0,0,0,0,0,
343_p1247,343,233,,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
343_p1254,343,161,42,5,83,78,78,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,88
343_p1259,343,748,385,4,663,654,654,False,False,segun_su_voto,4,segun_su_voto,1,0,1,0,0,0,0,1,662
343_p1277,343,151,125,1,142,139,139,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p1281,343,1029,562,4,586,576,576,False,False,mixed,4,mixed,1,1,1,1,2,0,2,0,588
343_p1307,343,474,344,2,469,457,457,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1319,343,525,367,2,521,515,515,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p1332,343,95,24,0,,,,False,False,sin_firma,0,sin_firma,0,0,0,0,0,0,0,0,
343_p1337,343,601,156,7,306,298,298,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,0,0,0,1,304
343_p1352,343,48,9,5,29,22,22,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,27
343_p1354,343,307,70,3,90,81,81,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,92
343_p1362,343,961,554,2,950,942,942,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p1386,343,72,26,2,69,64,64,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1388,343,9,,2,8,3,3,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1389,343,488,390,4,462,451,451,False,False,segun_su_voto,5,segun_su_voto,1,0,1,0,1,0,1,0,463
343_p1402,343,135,101,4,124,117,117,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,125
343_p1406,343,209,59,3,194,183,183,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,196
343_p1411,343,179,140,4,159,150,150,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,164
343_p1416,343,165,41,5,146,136,136,False,False,disidencia,5,disidencia,0,1,0,1,0,0,0,1,145
343_p1421,343,543,366,2,538,517,517,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p1434,343,402,381,2,394,389,389,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1444,343,91,24,2,89,81,81,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p1447,343,491,314,5,331,324,324,False,False,segun_su_voto,5,segun_su_voto,2,0,2,0,2,0,2,0,332
343_p1457,343,5286,2022,6,4354,4325,4325,False,False,unanime,1,unanime,0,1,0,1,2,1,1,0,4355
343_p1591,343,332,309,2,325,321,321,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1599,343,231,203,2,230,215,215,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p1605,343,229,201,2,219,211,211,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1611,343,87,15,1,86,78,78,False,False,unanime,3,unanime,0,0,0,0,0,0,0,0,
343_p1613,343,120,27,2,108,100,100,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1617,343,107,21,2,98,91,91,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1620,343,165,133,2,160,153,153,False,False,unanime,4,unanime,0,0,0,0,0,0,0,0,
343_p1624,343,674,382,5,449,440,440,False,False,mixed,5,mixed,0,0,0,0,0,0,0,0,
343_p1646,343,404,86,2,403,394,394,False,False,disidencia,4,disidencia,0,0,0,0,0,0,0,0,
343_p1657,343,198,172,2,189,182,182,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1663,343,389,362,2,375,371,371,False,False,unanime,5,unanime,0,0,0,0,0,0,0,0,
343_p1673,343,273,56,3,204,190,190,False,False,disidencia,5,disidencia,0,1,0,1,1,0,1,0,206
343_p1679,343,182,126,5,143,135,135,False,False,mixed,5,mixed,1,1,1,1,2,0,2,0,148
